,quantifier,C,class_weight,p_est,p_val,t_est,t_train,val_sample
10,ACC,0.001,,"[1.97134305e-01 1.62682842e-16 4.35330975e-02 7.17548079e-18
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.72638092e-03
 0.00000000e+00 4.63606044e-02 1.25268380e-02 3.95922952e-02
 1.40430122e-17 4.47411705e-02 1.64774060e-16 1.67691610e-01
 1.00922689e-01 5.14260716e-02 7.42316616e-02 0.00000000e+00
 1.46296407e-16 6.74692743e-02 1.90083722e-17 9.23642683e-03
 5.79818539e-02 4.07573736e-02 2.73814593e-02 1.42868876e-02]","[0.073 0.133 0.003 0.016 0.007 0.019 0.031 0.006 0.11  0.017 0.022 0.007
 0.027 0.    0.01  0.065 0.073 0.051 0.054 0.008 0.001 0.058 0.044 0.013
 0.064 0.051 0.027 0.01 ]",0.11289095878601074,4.184912919998169,10
11,ACC,0.001,,"[3.95465163e-02 2.71738887e-02 4.16946633e-19 3.44444882e-02
 7.35555248e-06 7.01894906e-02 2.32396433e-02 6.70025660e-02
 2.08053050e-02 3.70569421e-02 3.43730913e-02 5.17133238e-02
 1.46994365e-02 7.54504330e-05 9.49160114e-17 4.47384135e-17
 1.16669452e-01 2.05580122e-02 9.71649720e-02 1.04913783e-02
 4.14454071e-02 7.14155376e-02 3.88750365e-02 2.60402315e-02
 5.75373778e-02 2.99328891e-02 6.20761183e-02 7.46608997e-03]","[0.016 0.    0.024 0.035 0.    0.063 0.036 0.06  0.069 0.027 0.031 0.03
 0.016 0.011 0.058 0.006 0.052 0.021 0.094 0.008 0.051 0.073 0.067 0.044
 0.03  0.021 0.053 0.004]",0.13651776313781738,4.184912919998169,11
12,ACC,0.001,,"[2.28370863e-02 5.04007512e-02 4.19297983e-02 8.29317710e-02
 5.68661791e-02 5.39556458e-02 6.73649594e-02 2.36152786e-18
 0.00000000e+00 0.00000000e+00 3.98975384e-02 8.25390223e-02
 1.10554740e-17 5.81631790e-02 4.54146121e-02 8.22798665e-02
 5.38497690e-02 5.33252762e-03 5.72185657e-03 1.31672903e-01
 7.84333217e-03 1.55501321e-02 2.24798059e-02 4.94574152e-03
 3.18148234e-03 2.08305496e-02 5.11607900e-18 4.40114911e-02]","[0.02  0.106 0.04  0.067 0.056 0.043 0.042 0.002 0.013 0.031 0.042 0.031
 0.03  0.021 0.019 0.007 0.105 0.007 0.006 0.113 0.02  0.01  0.109 0.002
 0.005 0.005 0.017 0.031]",0.09847211837768555,4.184912919998169,12
13,ACC,0.001,,"[0.02657032 0.01925155 0.03953816 0.00062175 0.00771161 0.0479331
 0.00050919 0.00261068 0.02222053 0.00039216 0.10645133 0.07541104
 0.03600674 0.01978471 0.06075607 0.03288219 0.04645501 0.07350687
 0.03124862 0.00485081 0.01538809 0.07249812 0.03904734 0.02608468
 0.07287999 0.10589808 0.00324809 0.01024316]","[0.053 0.043 0.072 0.015 0.012 0.095 0.    0.009 0.004 0.003 0.089 0.051
 0.035 0.016 0.032 0.002 0.022 0.075 0.029 0.004 0.024 0.067 0.076 0.026
 0.047 0.083 0.004 0.012]",0.09584689140319824,4.184912919998169,13
14,ACC,0.001,,"[0.00000000e+00 0.00000000e+00 1.43659028e-17 2.50122826e-02
 1.10856379e-01 0.00000000e+00 1.23314784e-16 3.73126678e-02
 6.02914123e-02 3.66442573e-02 3.87624343e-02 5.16875306e-02
 0.00000000e+00 0.00000000e+00 6.50005303e-17 1.22752659e-01
 1.01554809e-01 1.30754928e-01 4.73914385e-02 1.58867616e-02
 2.72405333e-02 2.19631325e-03 8.56476509e-02 1.58289292e-02
 0.00000000e+00 0.00000000e+00 1.39809629e-02 7.61980507e-02]","[0.    0.034 0.016 0.018 0.087 0.061 0.    0.05  0.074 0.039 0.013 0.061
 0.017 0.007 0.03  0.083 0.001 0.127 0.037 0.026 0.029 0.003 0.05  0.03
 0.001 0.014 0.    0.092]",0.09987831115722656,4.184912919998169,14
15,ACC,0.001,,"[4.30249625e-02 7.91957004e-03 1.18318936e-02 3.36593353e-02
 5.17039070e-03 5.13953855e-02 8.84848581e-03 1.11456533e-02
 3.89979454e-02 5.53794626e-03 3.22212643e-02 9.01191018e-02
 4.30126603e-02 1.61503150e-02 7.01262991e-18 1.11426231e-02
 8.76044354e-02 5.82941536e-03 4.16575325e-02 5.43411727e-02
 1.17397836e-01 9.61653711e-03 3.35286053e-02 1.17919514e-01
 1.33898712e-02 6.38115648e-02 3.21328517e-02 1.25931311e-02]","[0.062 0.011 0.012 0.032 0.003 0.014 0.008 0.015 0.022 0.011 0.025 0.069
 0.029 0.019 0.096 0.005 0.013 0.002 0.028 0.051 0.13  0.015 0.07  0.13
 0.027 0.063 0.03  0.008]",0.11930108070373535,4.184912919998169,15
16,ACC,0.001,,"[0.00094724 0.18031858 0.         0.07311772 0.04029114 0.06638905
 0.00375516 0.04260612 0.00125446 0.00813148 0.05744168 0.03931653
 0.         0.01112636 0.         0.04930807 0.08665742 0.0190424
 0.03113422 0.01718893 0.03105336 0.00887245 0.00068352 0.0589474
 0.01865239 0.12239179 0.02687494 0.0044976 ]","[0.021 0.132 0.001 0.084 0.039 0.074 0.004 0.062 0.008 0.008 0.003 0.015
 0.001 0.037 0.034 0.094 0.011 0.031 0.019 0.003 0.046 0.005 0.026 0.129
 0.034 0.071 0.004 0.004]",0.1264798641204834,4.184912919998169,16
17,ACC,0.001,,"[0.04642062 0.02621898 0.02305584 0.00579664 0.03224181 0.03250084
 0.03840738 0.04288346 0.04425986 0.03715198 0.02931143 0.08220047
 0.02255785 0.03150049 0.02811509 0.04076175 0.029975   0.10651205
 0.01221092 0.06577543 0.00995695 0.06196113 0.01859945 0.02564357
 0.01201246 0.05680118 0.03457478 0.00259259]","[0.065 0.005 0.054 0.014 0.035 0.003 0.015 0.053 0.015 0.059 0.005 0.068
 0.018 0.001 0.04  0.061 0.047 0.103 0.014 0.068 0.015 0.055 0.022 0.049
 0.019 0.061 0.036 0.   ]",0.10860991477966309,4.184912919998169,17
18,ACC,0.001,,"[4.49586775e-02 6.35472725e-03 1.18991966e-02 4.26863384e-02
 4.01181030e-03 5.25350140e-02 2.34100052e-02 1.32814766e-18
 2.47106847e-02 2.31903250e-02 1.72659534e-02 1.63658610e-01
 3.91753559e-02 1.60401738e-02 4.80670934e-02 8.15990184e-03
 2.01210748e-02 3.35925105e-03 8.12723135e-02 2.22571708e-02
 8.89513097e-03 2.36223983e-02 1.00082580e-02 9.84001217e-02
 1.27975924e-01 9.40783711e-03 4.61350205e-02 2.24216318e-02]","[0.012 0.013 0.007 0.046 0.009 0.048 0.027 0.004 0.077 0.017 0.018 0.167
 0.03  0.015 0.009 0.001 0.065 0.001 0.056 0.027 0.003 0.015 0.018 0.126
 0.106 0.011 0.059 0.013]",0.08251523971557617,4.184912919998169,18
19,ACC,0.001,,"[2.53367616e-02 7.62348372e-03 7.89152373e-03 2.73960118e-02
 1.31486741e-01 1.25434462e-17 2.17993325e-02 6.78256201e-02
 3.79180074e-02 2.34278430e-02 3.82218742e-02 7.76718550e-02
 2.97659275e-03 4.34721169e-03 5.22570103e-02 4.41321614e-02
 0.00000000e+00 1.31771311e-02 3.76539471e-02 2.95255592e-02
 1.60201388e-02 4.94172697e-02 3.19669165e-02 4.81582209e-02
 2.79716819e-03 4.96873049e-02 5.13442234e-02 9.99400900e-02]","[0.031 0.018 0.021 0.026 0.116 0.018 0.033 0.066 0.037 0.014 0.001 0.077
 0.037 0.035 0.011 0.031 0.014 0.016 0.041 0.018 0.015 0.041 0.02  0.089
 0.006 0.038 0.04  0.09 ]",0.09621405601501465,4.184912919998169,19
20,ACC,0.001,,"[0.01017749 0.0128747  0.01385582 0.07570673 0.04995734 0.
 0.06575004 0.03959605 0.01001867 0.06617617 0.03242922 0.00580435
 0.01168416 0.02807644 0.11290667 0.02264209 0.         0.00913486
 0.02855023 0.00868168 0.01655369 0.19512206 0.00703149 0.0130814
 0.06546677 0.04811202 0.04347404 0.00713583]","[0.031 0.009 0.034 0.06  0.054 0.026 0.058 0.043 0.005 0.083 0.02  0.002
 0.016 0.042 0.057 0.017 0.017 0.015 0.036 0.004 0.003 0.205 0.024 0.02
 0.059 0.021 0.03  0.009]",0.11048316955566406,4.184912919998169,20
21,ACC,0.001,,"[0.01772035 0.03836124 0.06130651 0.10769659 0.01329607 0.04068823
 0.02329495 0.01735941 0.01612407 0.01886163 0.0573536  0.07754554
 0.06469564 0.01778559 0.03614963 0.04400441 0.02246066 0.02633835
 0.00575251 0.033111   0.00470353 0.00521973 0.01984872 0.13455241
 0.01765489 0.03358033 0.0326267  0.0119077 ]","[0.    0.062 0.008 0.07  0.013 0.027 0.012 0.026 0.04  0.029 0.028 0.076
 0.123 0.021 0.046 0.026 0.003 0.023 0.012 0.047 0.002 0.005 0.035 0.161
 0.037 0.021 0.038 0.009]",0.10761022567749023,4.184912919998169,21
22,ACC,0.001,,"[3.73598977e-02 2.65652558e-04 1.29272203e-02 2.33725685e-05
 2.35820096e-02 2.42617942e-02 6.16738194e-02 5.81807511e-04
 4.96547823e-02 6.14530328e-02 6.81794898e-02 2.75377500e-02
 1.64588315e-04 3.54634934e-05 3.17133526e-02 1.21865041e-01
 3.94311281e-02 3.72042014e-02 5.78134060e-02 3.22721004e-02
 7.82994892e-02 2.82154654e-02 5.22423704e-02 3.87939519e-02
 5.71717257e-03 4.21542599e-02 2.49157514e-02 4.16616294e-02]","[0.075 0.02  0.007 0.002 0.027 0.039 0.087 0.002 0.01  0.04  0.039 0.045
 0.037 0.052 0.016 0.088 0.034 0.034 0.056 0.04  0.058 0.031 0.011 0.058
 0.022 0.023 0.007 0.04 ]",0.09990692138671875,4.184912919998169,22
23,ACC,0.001,,"[1.93686096e-02 4.71993807e-02 1.21712682e-02 5.26029005e-02
 2.77511756e-02 2.70966581e-16 1.35509907e-02 1.69443441e-01
 1.13594530e-17 4.41366089e-03 1.35332108e-01 2.09232468e-02
 4.35079333e-03 0.00000000e+00 3.55060330e-17 0.00000000e+00
 5.24103157e-02 0.00000000e+00 5.68998275e-02 0.00000000e+00
 5.83559909e-02 3.42048336e-02 4.00826579e-18 4.42793652e-02
 1.04949990e-02 7.67210947e-02 5.38563250e-02 1.05669673e-01]","[0.001 0.    0.022 0.028 0.041 0.003 0.002 0.166 0.024 0.017 0.092 0.008
 0.024 0.084 0.025 0.022 0.005 0.006 0.05  0.013 0.054 0.043 0.005 0.075
 0.003 0.038 0.042 0.107]",0.11620092391967773,4.184912919998169,23
24,ACC,0.001,,"[2.91422112e-01 3.57955067e-18 1.76992974e-17 4.55931040e-02
 4.16055027e-02 1.22416900e-15 9.05474238e-02 5.89666628e-03
 2.11049092e-15 1.17344677e-15 2.96187827e-02 1.60023450e-02
 3.39960184e-02 2.63491925e-02 2.13723471e-17 2.10506741e-02
 8.44188341e-02 2.01208986e-17 5.10653086e-02 5.20076158e-17
 8.89201806e-17 3.70549289e-02 4.98625183e-18 2.56344444e-02
 7.16984041e-02 7.00743447e-02 1.53585907e-02 4.26133226e-02]","[0.247 0.    0.023 0.041 0.035 0.018 0.014 0.006 0.056 0.072 0.025 0.002
 0.021 0.024 0.036 0.03  0.014 0.003 0.058 0.004 0.013 0.034 0.026 0.03
 0.056 0.048 0.017 0.047]",0.10604596138000488,4.184912919998169,24
25,ACC,0.001,,"[8.74644471e-05 5.14976764e-18 1.61141238e-01 0.00000000e+00
 0.00000000e+00 2.00838665e-18 2.41230654e-02 6.31133610e-02
 5.29746295e-02 4.39764406e-02 1.30715032e-02 2.53947395e-18
 9.36994439e-03 0.00000000e+00 1.83899578e-02 8.89847574e-02
 4.72164984e-02 2.50383351e-02 7.40449883e-02 3.72912773e-02
 5.78896968e-02 6.52206797e-03 2.51093550e-02 6.83371353e-02
 5.29615256e-03 1.22428766e-01 1.83632250e-02 3.72301411e-02]","[0.007 0.049 0.088 0.    0.013 0.003 0.038 0.084 0.05  0.033 0.002 0.001
 0.102 0.045 0.04  0.037 0.016 0.02  0.061 0.024 0.049 0.006 0.018 0.076
 0.008 0.094 0.004 0.032]",0.1240379810333252,4.184912919998169,25
26,ACC,0.001,,"[0.03666093 0.02860804 0.06561853 0.01750959 0.00154672 0.0303641
 0.07188963 0.01362806 0.02870374 0.06791679 0.14789977 0.02713876
 0.02991659 0.07838898 0.09291234 0.0349841  0.         0.01098284
 0.00875909 0.04244469 0.00071712 0.03106206 0.00382515 0.05861028
 0.04320695 0.00277237 0.00655682 0.01737594]","[0.052 0.048 0.056 0.017 0.013 0.007 0.004 0.018 0.018 0.134 0.098 0.009
 0.043 0.023 0.022 0.03  0.094 0.018 0.014 0.083 0.012 0.017 0.023 0.075
 0.032 0.014 0.011 0.015]",0.11962580680847168,4.184912919998169,26
27,ACC,0.001,,"[2.13410582e-02 0.00000000e+00 1.28159473e-16 7.76215670e-02
 5.32399795e-02 3.54768939e-02 1.31192645e-01 2.39756569e-03
 3.04135355e-03 1.09267250e-16 5.03374130e-02 1.05824884e-01
 5.76458889e-02 2.79315870e-02 9.59192561e-02 4.06387415e-02
 4.70967792e-03 9.23604726e-18 1.87076389e-02 2.40085981e-02
 3.22734001e-02 3.95973353e-02 8.67316511e-02 1.91867011e-02
 1.40005685e-02 2.53644008e-02 0.00000000e+00 3.28111941e-02]","[0.001 0.001 0.029 0.098 0.054 0.015 0.092 0.01  0.024 0.04  0.035 0.031
 0.019 0.012 0.044 0.009 0.056 0.004 0.016 0.002 0.065 0.031 0.192 0.052
 0.013 0.014 0.009 0.032]",0.11969780921936035,4.184912919998169,27
28,ACC,0.001,,"[1.05463217e-01 1.02028780e-01 7.77068026e-18 1.13345946e-02
 0.00000000e+00 3.84855562e-02 4.41514230e-16 1.63826580e-02
 0.00000000e+00 3.10518543e-02 2.56421150e-03 0.00000000e+00
 3.46177208e-02 0.00000000e+00 9.25848259e-02 1.11276412e-16
 5.39196306e-02 1.72142954e-02 1.71566070e-01 2.78978269e-02
 1.07748967e-01 2.01859203e-02 1.59978038e-02 5.19394007e-02
 6.90873225e-02 1.64849552e-16 1.58242094e-02 1.41051344e-02]","[0.073 0.057 0.009 0.044 0.01  0.035 0.01  0.006 0.043 0.026 0.014 0.005
 0.016 0.    0.038 0.039 0.121 0.015 0.153 0.026 0.087 0.023 0.007 0.035
 0.057 0.026 0.009 0.016]",0.09419393539428711,4.184912919998169,28
29,ACC,0.001,,"[4.68675797e-03 1.54375393e-02 3.63549390e-02 3.64368141e-02
 7.47723451e-04 3.82364195e-02 7.51664285e-02 4.82860913e-02
 2.72993689e-03 3.14256677e-02 3.90300036e-02 9.11351588e-02
 1.23696285e-01 1.87103373e-03 4.37214408e-02 2.35324869e-02
 5.94405663e-03 2.49005430e-02 1.54341493e-02 1.24415639e-02
 3.75370827e-02 1.89395548e-04 2.78908093e-03 1.15109918e-04
 5.77606170e-02 6.21125500e-02 1.82447260e-02 1.50036399e-01]","[0.005 0.018 0.037 0.004 0.001 0.078 0.064 0.055 0.013 0.043 0.015 0.081
 0.147 0.076 0.012 0.016 0.001 0.03  0.014 0.013 0.034 0.001 0.018 0.
 0.053 0.007 0.028 0.136]",0.08211517333984375,4.184912919998169,29
30,ACC,0.001,,"[2.25387071e-02 6.69930007e-18 6.62387641e-02 0.00000000e+00
 9.14212001e-02 3.00086437e-02 1.46022556e-01 9.01818480e-02
 4.74894452e-02 0.00000000e+00 3.03202359e-02 7.35552481e-02
 0.00000000e+00 0.00000000e+00 6.77846082e-02 3.17015921e-02
 7.28900901e-02 1.21381214e-01 1.83314824e-02 1.47253880e-02
 1.92110522e-03 1.65334053e-17 1.00186750e-02 1.35279976e-17
 1.80427469e-03 1.54678223e-02 3.74454921e-02 8.75160801e-03]","[0.07  0.009 0.043 0.009 0.107 0.031 0.141 0.101 0.005 0.007 0.017 0.014
 0.001 0.016 0.082 0.001 0.057 0.116 0.015 0.    0.002 0.    0.097 0.003
 0.003 0.014 0.03  0.009]",0.11477208137512207,4.184912919998169,30
31,ACC,0.001,,"[6.45931334e-17 3.01587463e-17 9.02572561e-03 0.00000000e+00
 2.75133731e-02 0.00000000e+00 9.88760069e-02 3.64242540e-02
 2.21533453e-02 0.00000000e+00 3.48969978e-02 6.92316668e-02
 0.00000000e+00 4.86374398e-17 4.14725930e-15 1.04957796e-01
 1.77106577e-01 4.49558720e-02 9.90915763e-02 7.64886482e-03
 3.10014280e-02 0.00000000e+00 1.27236743e-02 2.60615867e-02
 0.00000000e+00 1.87168386e-01 9.67829041e-03 1.48457882e-03]","[0.015 0.032 0.021 0.    0.021 0.016 0.047 0.044 0.018 0.058 0.031 0.006
 0.013 0.042 0.106 0.029 0.033 0.048 0.091 0.001 0.029 0.    0.105 0.036
 0.006 0.145 0.005 0.002]",0.10847902297973633,4.184912919998169,31
32,ACC,0.001,,"[4.34067208e-02 1.67286608e-02 2.33068487e-02 7.99237255e-03
 3.81563247e-03 5.96704831e-02 3.76086613e-02 5.06290901e-04
 3.34168927e-02 2.84766728e-02 7.27434062e-02 6.51586262e-02
 6.61738311e-02 2.72070678e-02 5.11697163e-02 6.00737177e-02
 6.75358013e-02 5.53544788e-03 1.21622120e-02 6.35283866e-02
 1.11485299e-02 1.08010400e-01 5.33747771e-02 3.00316789e-17
 3.93535064e-02 3.39532070e-02 5.99188812e-03 1.95024265e-03]","[0.007 0.066 0.051 0.015 0.016 0.037 0.031 0.002 0.075 0.038 0.081 0.01
 0.018 0.007 0.1   0.029 0.045 0.007 0.005 0.052 0.012 0.124 0.105 0.
 0.028 0.034 0.003 0.002]",0.10533404350280762,4.184912919998169,32
33,ACC,0.001,,"[4.14954543e-02 9.24396329e-02 0.00000000e+00 1.41631262e-02
 3.63652420e-17 0.00000000e+00 6.19744180e-02 2.47140302e-02
 0.00000000e+00 8.07633264e-02 7.76932162e-02 6.22738623e-17
 1.31793892e-02 0.00000000e+00 7.04774157e-02 3.23846213e-16
 1.70629282e-16 7.64529192e-03 6.12082880e-02 7.17260159e-02
 3.12502606e-02 4.94956069e-02 8.66830809e-02 1.53131883e-02
 6.37891422e-02 1.88157615e-02 6.70935802e-02 5.00797743e-02]","[0.038 0.122 0.002 0.02  0.002 0.009 0.034 0.037 0.009 0.11  0.039 0.031
 0.028 0.018 0.016 0.01  0.053 0.011 0.052 0.056 0.04  0.053 0.008 0.041
 0.064 0.003 0.051 0.043]",0.10102128982543945,4.184912919998169,33
34,ACC,0.001,,"[8.09773794e-02 4.60830885e-02 0.00000000e+00 8.15144003e-02
 2.26606457e-02 0.00000000e+00 5.04688912e-16 2.84480674e-16
 0.00000000e+00 6.57171870e-02 3.95272329e-02 2.24484188e-02
 8.12346948e-18 7.38697433e-18 3.24976869e-02 5.17139025e-17
 5.48914822e-02 4.11674490e-02 4.79680048e-02 3.14405927e-02
 1.61725016e-01 2.21008131e-02 0.00000000e+00 1.86275325e-02
 2.84359231e-02 6.39368014e-02 1.09063353e-02 1.27374010e-01]","[0.    0.009 0.003 0.081 0.022 0.019 0.053 0.    0.077 0.013 0.006 0.007
 0.005 0.072 0.039 0.031 0.027 0.045 0.035 0.011 0.134 0.026 0.012 0.037
 0.058 0.032 0.009 0.137]",0.1074988842010498,4.184912919998169,34
